Rndrng_Prvdr_Geo_Lvl,Rndrng_Prvdr_Geo_Cd,Rndrng_Prvdr_Geo_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
State,19,Iowa,286,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",377,64200.403183,15551.251989,13460.923077
State,19,Iowa,287,"""CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH",444,36509.698198,7984.8986486,6174.0112613
State,19,Iowa,288,ACUTE & SUBACUTE ENDOCARDITIS W MCC,19,70656.421053,16731.736842,15815.421053
State,19,Iowa,291,HEART FAILURE AND SHOCK WITH MCC,3310,31161.47855,8925.6912387,7692.0954683
State,19,Iowa,292,HEART FAILURE & SHOCK W CC,630,22297.949206,6246.8428571,5073.2349206
State,19,Iowa,293,HEART FAILURE AND SHOCK WITHOUT CC/MCC,123,17943.414634,4619.6422764,3342.0487805
State,19,Iowa,296,"CARDIAC ARREST, UNEXPLAINED W MCC",25,51705.2,12656.28,9385.28
State,19,Iowa,299,PERIPHERAL VASCULAR DISORDERS WITH MCC,115,50080.504348,11800.617391,10503.773913
State,19,Iowa,300,PERIPHERAL VASCULAR DISORDERS W CC,158,27228.43038,7313.0949367,5976.9493671
State,19,Iowa,301,PERIPHERAL VASCULAR DISORDERS WITHOUT CC/MCC,46,24488.630435,5236.9782609,3879.6956522
State,19,Iowa,302,ATHEROSCLEROSIS W MCC,13,33941.076923,7955.8461538,6888.9230769
State,19,Iowa,303,ATHEROSCLEROSIS WITHOUT MCC,82,19496.890244,4866.8414634,3466.7073171
State,19,Iowa,304,HYPERTENSION W MCC,98,32350.193878,7829.9183673,6375.8673469
State,19,Iowa,305,HYPERTENSION WITHOUT MCC,201,19302.313433,5166.1393035,3730.4228856
State,19,Iowa,306,CARDIAC CONGENITAL & VALVULAR DISORDERS W MCC,24,40766.916667,10168.75,8878.9166667
State,19,Iowa,307,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITHOUT MCC,23,56831.956522,8064.0869565,6989.9565217
State,19,Iowa,308,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,598,29506.225753,8146.6655518,6734.9966555
State,19,Iowa,309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,697,18862.878049,5259.3586801,3892.0602582
State,19,Iowa,310,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,437,13902.812357,4002.5263158,2449.6659039
State,19,Iowa,311,ANGINA PECTORIS,16,16099.8125,4844.5,3307.625
State,19,Iowa,312,SYNCOPE & COLLAPSE,358,22684.103352,5621.7067039,4458.9469274
State,19,Iowa,313,CHEST PAIN,165,19605.406061,5048.8363636,3752.2181818
State,19,Iowa,314,OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,283,52500.985866,14218.402827,12871.243816
State,19,Iowa,315,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH CC,140,26042.328571,6630.6142857,5543.5714286
State,19,Iowa,316,OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,29,32951.103448,5544.5172414,4270.4137931
State,19,Iowa,319,OTHER ENDOVASCULAR CARDIAC VALVE PROCEDURES WITH MCC,26,88155.384615,26346.269231,25258.653846
State,19,Iowa,326,"""STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH MCC""",87,136985.7931,38821.666667,35770.931034
State,19,Iowa,327,"STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",73,66321.178082,17606.479452,15242.808219
State,19,Iowa,328,"""STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITHOUT CC/MCC""",40,52037.075,10494.65,9171.45
State,19,Iowa,329,MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,386,115233.48964,33107.168394,30049.360104
State,19,Iowa,330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,508,64277.431102,17123.69685,14598.53937
State,19,Iowa,331,MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,273,49178.194139,11355.509158,9265.1721612
State,19,Iowa,335,PERITONEAL ADHESIOLYSIS W MCC,62,107850.08065,28949.225806,27409.290323
State,19,Iowa,336,PERITONEAL ADHESIOLYSIS WITH CC,68,50675.808824,15401.264706,12885.411765
State,19,Iowa,337,PERITONEAL ADHESIOLYSIS W/O CC/MCC,29,46766.896552,11064.37931,9177.5172414
State,19,Iowa,339,APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,27,51522.222222,11869.925926,10451.148148
State,19,Iowa,340,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,19,35154.315789,8089.3684211,6608.7368421
State,19,Iowa,342,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITH CC,18,45098.5,10594.222222,8538.3333333
State,19,Iowa,343,APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W/O CC/MCC,11,36592.909091,7715.9090909,6230.4545455
State,19,Iowa,344,MINOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC,18,72096.055556,22013.888889,20415.944444
State,19,Iowa,345,MINOR SMALL & LARGE BOWEL PROCEDURES W CC,15,38699.4,10980.066667,9657.5333333
State,19,Iowa,346,MINOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC,11,42879.818182,8781.4545455,7320.2727273
State,19,Iowa,348,ANAL AND STOMAL PROCEDURES WITH CC,12,41453.75,10010.75,8704.75
State,19,Iowa,350,INGUINAL AND FEMORAL HERNIA PROCEDURES WITH MCC,15,64236.333333,15835,14692.266667
State,19,Iowa,351,INGUINAL & FEMORAL HERNIA PROCEDURES W CC,20,53565.75,9983.1,8477.1
State,19,Iowa,352,INGUINAL AND FEMORAL HERNIA PROCEDURES WITHOUT CC/MCC,19,32825.157895,7272.5789474,5477.0526316
State,19,Iowa,353,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC,18,61213.111111,18990,15683.888889
State,19,Iowa,354,HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITH CC,55,51184.309091,11993.163636,10251.2
State,19,Iowa,355,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC,32,36071.78125,9338.15625,7478.5
State,19,Iowa,356,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITH MCC,66,127040.40909,29905.439394,26516.242424
State,19,Iowa,357,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC,40,64184.7,15346.2,14155.5
State,19,Iowa,368,MAJOR ESOPHAGEAL DISORDERS W MCC,33,51489.939394,13847.818182,11519.090909
State,19,Iowa,369,MAJOR ESOPHAGEAL DISORDERS WITH CC,29,32257.586207,8109.4482759,5075.3448276
State,19,Iowa,371,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH MCC,142,42332.492958,11894.507042,10375.852113
State,19,Iowa,372,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,210,23856.02381,6875.7714286,5829.8285714
State,19,Iowa,373,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITHOUT C,51,20004.176471,5030.8627451,3692.5686275
State,19,Iowa,374,DIGESTIVE MALIGNANCY W MCC,110,49219.109091,13753.1,11844.609091
State,19,Iowa,375,DIGESTIVE MALIGNANCY WITH CC,93,33385.569892,7928,6448.6989247
State,19,Iowa,377,GASTROINTESTINAL HEMORRHAGE WITH MCC,630,42138.503175,11816.344444,10580.38254
State,19,Iowa,378,G.I. HEMORRHAGE W CC,1117,26968.999105,6784.5129812,5526.3697404
State,19,Iowa,379,GASTROINTESTINAL HEMORRHAGE WITHOUT CC/MCC,86,18079.697674,4472.0348837,3059.3953488
State,19,Iowa,380,COMPLICATED PEPTIC ULCER W MCC,52,58431.480769,13358.826923,11265.961538
State,19,Iowa,381,COMPLICATED PEPTIC ULCER WITH CC,59,26846.20339,7235.2542373,5694.8644068
State,19,Iowa,382,COMPLICATED PEPTIC ULCER W/O CC/MCC,11,19253.909091,5196.7272727,3466.1818182
State,19,Iowa,384,UNCOMPLICATED PEPTIC ULCER W/O MCC,30,23254.033333,6276.8333333,4905.1
State,19,Iowa,385,INFLAMMATORY BOWEL DISEASE WITH MCC,25,44267.8,11525.28,10217.92
State,19,Iowa,386,INFLAMMATORY BOWEL DISEASE W CC,56,28641.517857,7034.9642857,5252.8928571
State,19,Iowa,387,INFLAMMATORY BOWEL DISEASE WITHOUT CC/MCC,27,17245.925926,4870.7407407,3296.962963
State,19,Iowa,388,G.I. OBSTRUCTION W MCC,233,40650.261803,10839.077253,9060.7896996
State,19,Iowa,389,GASTROINTESTINAL OBSTRUCTION WITH CC,487,20942.016427,5882.1909651,4411.6386037
State,19,Iowa,390,G.I. OBSTRUCTION W/O CC/MCC,272,17025.397059,4239.5919118,2748.1580882
State,19,Iowa,391,"""ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS",300,33433.196667,8694.54,7364.1466667
State,19,Iowa,392,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",846,20845.237589,5283.8416076,3924.3829787
State,19,Iowa,393,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH MCC,186,44650.61828,11556.741935,9936.6290323
State,19,Iowa,394,OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,300,24417.376667,6532.7466667,5207.4533333
State,19,Iowa,395,OTHER DIGESTIVE SYSTEM DIAGNOSES WITHOUT CC/MCC,57,21642.894737,4667.877193,3270.5964912
State,19,Iowa,405,"PANCREAS, LIVER & SHUNT PROCEDURES W MCC",34,200374.91176,45836.647059,42329.235294
State,19,Iowa,406,"""PANCREAS, LIVER AND SHUNT PROCEDURES WITH CC""",33,105193.39394,22716.272727,19928.606061
State,19,Iowa,407,"PANCREAS, LIVER & SHUNT PROCEDURES W/O CC/MCC",18,75816.888889,15557.333333,12998.611111
State,19,Iowa,414,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH MCC,16,79880.5,23002.5,21613.5625
State,19,Iowa,415,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC,27,63900.259259,13084.740741,11765.148148
State,19,Iowa,416,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITHOUT CC/MCC,15,44060.066667,8870.9333333,7462.8
State,19,Iowa,417,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,114,56417.280702,15835.903509,13911.754386
State,19,Iowa,418,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH CC,199,46178.658291,11042.643216,9212.7688442
State,19,Iowa,419,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,96,42592.395833,8774.0416667,7007.4270833
State,19,Iowa,432,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH MCC,114,45683.052632,13656.991228,11182.385965
State,19,Iowa,433,CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,90,26273.633333,7160.5777778,5982.2666667
State,19,Iowa,435,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,104,52677.923077,12259.692308,10573.153846
State,19,Iowa,436,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITH CC,52,34771.634615,7907.0384615,6318.6153846
State,19,Iowa,438,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH MCC,129,51510.503876,12147.232558,10437.248062
State,19,Iowa,439,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,223,23137.174888,6141.3497758,4551.5201794
State,19,Iowa,440,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITHOUT CC/MCC,105,18118.390476,4579.7714286,3059.4285714
State,19,Iowa,441,"DISORDERS OF LIVER EXCEPT MALIG, CIRR, ALC HEPA W MCC",128,46390.070313,13548.640625,11817.421875
State,19,Iowa,442,"""DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATI",125,24600.28,6607.296,5427.928
State,19,Iowa,444,DISORDERS OF THE BILIARY TRACT WITH MCC,145,48368.717241,11537.931034,10017.268966
State,19,Iowa,445,DISORDERS OF THE BILIARY TRACT W CC,190,34868.3,7707.5210526,6216.7578947
State,19,Iowa,446,DISORDERS OF THE BILIARY TRACT WITHOUT CC/MCC,73,25312.643836,5607.3424658,4157.6986301
State,19,Iowa,453,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W MCC,23,189732.82609,67646.173913,59003.521739
State,19,Iowa,454,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC,179,124562.94972,43260.413408,36732.743017
State,19,Iowa,455,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC,146,108507.42466,32251.267123,28461.684932
State,19,Iowa,456,"""SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, IN",12,202262.75,67441.5,65749.083333
State,19,Iowa,457,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W CC,41,143192.12195,46028.634146,42225.487805
State,19,Iowa,458,"""SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, IN",13,92717.307692,31248.615385,26626.230769
State,19,Iowa,459,SPINAL FUSION EXCEPT CERVICAL W MCC,48,151804.9375,46381.4375,43240.541667
State,19,Iowa,460,SPINAL FUSION EXCEPT CERVICAL WITHOUT MCC,471,88709.836518,27326.025478,23419.116773
State,19,Iowa,462,BILATERAL OR MULTIPLE MAJOR JOINT PROCEDURES OF LOWER EXTREMITY WITH,54,89111.296296,21132.407407,16969.87037
State,19,Iowa,463,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",38,103605.94737,32993.421053,30015.263158
State,19,Iowa,464,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND,55,74926.927273,20330.618182,18106.072727
State,19,Iowa,465,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W/O CC/MCC",16,45052.9375,12278.125,11235.8125
State,19,Iowa,466,REVISION OF HIP OR KNEE REPLACEMENT WITH MCC,72,135001.13889,35366.569444,33691.583333
State,19,Iowa,467,REVISION OF HIP OR KNEE REPLACEMENT W CC,289,98530.041522,25144.408304,22321.33218
State,19,Iowa,468,REVISION OF HIP OR KNEE REPLACEMENT WITHOUT CC/MCC,181,77011.845304,18898.088398,16604.497238
State,19,Iowa,469,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREM,432,71622.578704,20300.965278,18495.141204
State,19,Iowa,470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREM,3911,50135.870621,13003.782409,10825.032728
State,19,Iowa,471,CERVICAL SPINAL FUSION W MCC,28,130907.28571,35460.928571,31433.571429
State,19,Iowa,472,CERVICAL SPINAL FUSION WITH CC,114,97836.903509,23088.517544,18913.72807
State,19,Iowa,473,CERVICAL SPINAL FUSION W/O CC/MCC,39,66918.461538,16580.487179,14504.435897
State,19,Iowa,474,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDER,31,87344.806452,27769.193548,21974.806452
State,19,Iowa,475,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W CC,35,51550.542857,15111.428571,12915.285714
State,19,Iowa,477,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC,33,72337.969697,21037.969697,18242.090909
State,19,Iowa,478,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC,47,67523.255319,16549,13425.93617
State,19,Iowa,480,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH MCC,430,72025.230233,19699.255814,17777.234884
State,19,Iowa,481,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,947,56189.951426,13803.254488,12148.524815
State,19,Iowa,482,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITHOUT CC/MCC,220,41715.831818,11087.740909,9109.2727273
State,19,Iowa,483,MAJOR JOINT/LIMB REATTACHMENT PROCEDURE OF UPPER EXTREMITIES,929,64016.785791,15968.324004,13834.451023
State,19,Iowa,485,KNEE PROCEDURES WITH PRINCIPAL DIAGNOSIS OF INFECTION WITH MCC,17,82681.882353,22984.411765,21725.705882
State,19,Iowa,486,KNEE PROCEDURES W PDX OF INFECTION W CC,36,58512.666667,15501.222222,13400.722222
State,19,Iowa,488,KNEE PROCEDURES W/O PDX OF INFECTION W CC/MCC,25,47032.52,13181.6,10938.64
State,19,Iowa,489,KNEE PROCEDURES WITHOUT PRINCIPAL DIAGNOSIS OF INFECTION WITHOUT CC/,22,39231.863636,9049.6818182,6673.0454545
State,19,Iowa,492,"LOWER EXTREM & HUMER PROC EXCEPT HIP, FOOT, FEMUR W MCC",93,92601.72043,23871.860215,21329.064516
State,19,Iowa,493,"""LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR W",236,58547.449153,15490.305085,13698.745763
State,19,Iowa,494,"LOWER EXTREM & HUMER PROC EXCEPT HIP, FOOT, FEMUR W/O CC/MCC",119,49493.512605,12001.605042,10143.907563
State,19,Iowa,496,LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W CC,20,48357.5,15990.2,10688.95
State,19,Iowa,498,LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W CC/MCC,12,70195.5,18797.333333,14689.083333
State,19,Iowa,500,SOFT TISSUE PROCEDURES W MCC,27,118663.74074,30180.814815,22870.111111
State,19,Iowa,501,SOFT TISSUE PROCEDURES WITH CC,50,42854.58,11278.96,9749.62
State,19,Iowa,502,SOFT TISSUE PROCEDURES W/O CC/MCC,31,36957,9177.3870968,7589.1935484
State,19,Iowa,504,FOOT PROCEDURES W CC,19,47999.736842,11877.421053,10380.526316
State,19,Iowa,510,"SHOULDER, ELBOW OR FOREARM PROC, EXC MAJOR JOINT PROC W MCC",14,57019.142857,16893.5,15555.5
State,19,Iowa,511,"""SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURE",48,48676.041667,11907.145833,10028.5625
State,19,Iowa,512,"SHOULDER, ELBOW OR FOREARM PROC, EXC MAJOR JOINT PROC W/O CC/MCC",11,41198.909091,9506.1818182,8172.0909091
State,19,Iowa,513,"""HAND OR WRIST PROCEDURES, EXCEPT MAJOR THUMB OR JOINT PROCEDURES WI",23,47594.652174,11015.521739,9442.4347826
State,19,Iowa,515,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES W,49,76470.326531,20897.122449,18640.081633
State,19,Iowa,516,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC,110,45826.709091,12593.463636,10929.518182
State,19,Iowa,517,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES W,77,42594.506494,9506.8701299,7504.8051948
State,19,Iowa,518,BACK & NECK PROC EXC SPINAL FUSION W MCC OR DISC DEVICE/NEUROSTIM,21,100812.42857,24160.714286,20874.571429
State,19,Iowa,519,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH CC,97,54141.371134,12910.185567,10652.546392
State,19,Iowa,520,BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,46,40948.391304,9017.673913,7638.4347826
State,19,Iowa,534,FRACTURES OF FEMUR W/O MCC,23,14262.304348,4997.2173913,3789.8695652
State,19,Iowa,535,FRACTURES OF HIP AND PELVIS WITH MCC,116,30378.767241,8204.0862069,6897.3103448
State,19,Iowa,536,FRACTURES OF HIP & PELVIS W/O MCC,246,18039.97561,5295.3577236,3890.4634146
State,19,Iowa,539,OSTEOMYELITIS WITH MCC,21,54576.666667,13789.952381,11547.714286
State,19,Iowa,540,OSTEOMYELITIS W CC,19,30914,9150.8947368,7941.5263158
State,19,Iowa,542,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W MCC,60,56045,12574.216667,11298.716667
State,19,Iowa,543,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MAL,109,28665.211009,7026.8990826,5700.3211009
State,19,Iowa,544,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W/O CC/MCC,32,21580,5253.8125,3680.40625
State,19,Iowa,545,CONNECTIVE TISSUE DISORDERS WITH MCC,20,61960.7,17541.65,16414
State,19,Iowa,546,CONNECTIVE TISSUE DISORDERS W CC,23,29548.217391,8002.3913043,6960.6521739
State,19,Iowa,549,SEPTIC ARTHRITIS WITH CC,11,33915.090909,7866.4545455,6867.5454545
State,19,Iowa,551,MEDICAL BACK PROBLEMS WITH MCC,162,39550.611111,10758.41358,9346.462963
State,19,Iowa,552,MEDICAL BACK PROBLEMS W/O MCC,400,25706.16,6364.045,4710.2425
State,19,Iowa,553,BONE DISEASES AND ARTHROPATHIES WITH MCC,25,33550.64,9072.12,8296.72
State,19,Iowa,554,BONE DISEASES & ARTHROPATHIES W/O MCC,93,19948.946237,5368.7311828,4161.2258065
State,19,Iowa,555,SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE W,23,32355.434783,9345.5217391,8310.4782609
State,19,Iowa,556,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC,88,21645.511364,5401.5113636,4149.7386364
State,19,Iowa,557,"""TENDONITIS, MYOSITIS AND BURSITIS WITH MCC""",54,30187.092593,9395.3518519,8137.7777778
State,19,Iowa,558,"TENDONITIS, MYOSITIS & BURSITIS W/O MCC",102,23290.539216,6070.5784314,4308.6666667
State,19,Iowa,559,"""AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC""",26,38921,11496.423077,10679.269231
State,19,Iowa,560,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",48,22765.9375,7625.5833333,5739.1875
State,19,Iowa,561,"""AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/",17,13693.470588,5199.1764706,4061.2941176
State,19,Iowa,562,"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W MCC",60,35686.766667,9420.6166667,8004.5333333
State,19,Iowa,563,"""FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS",219,24713.506849,6063.9908676,4585.0776256
State,19,Iowa,564,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W MCC,46,38216.543478,10481.130435,8586.1304348
State,19,Iowa,565,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITH CC,56,24998.946429,6893.8035714,5143.625
State,19,Iowa,570,SKIN DEBRIDEMENT WITH MCC,21,53286.047619,19661.952381,18590.333333
State,19,Iowa,571,SKIN DEBRIDEMENT W CC,53,45192.792453,13784.943396,9824.245283
State,19,Iowa,572,SKIN DEBRIDEMENT WITHOUT CC/MCC,15,28697.866667,7135.7333333,5106.3333333
State,19,Iowa,574,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS WITH CC,11,51001.636364,22244.727273,17275.909091
State,19,Iowa,577,SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W CC,16,82785.875,18103.375,17118.75
State,19,Iowa,579,"OTHER SKIN, SUBCUT TISS & BREAST PROC W MCC",28,78664.785714,21138.607143,19138.214286
State,19,Iowa,580,"""OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITH CC""",75,44772.146667,11253.106667,9259.8933333
State,19,Iowa,581,"OTHER SKIN, SUBCUT TISS & BREAST PROC W/O CC/MCC",21,42819.952381,8765.2857143,7492.7619048
State,19,Iowa,592,SKIN ULCERS WITH MCC,17,39555.588235,12751.470588,10119.647059
State,19,Iowa,593,SKIN ULCERS W CC,27,26048.481481,7853.2592593,6562.5925926
State,19,Iowa,602,CELLULITIS WITH MCC,221,32762.285068,9695.3393665,8294.4886878
State,19,Iowa,603,CELLULITIS W/O MCC,705,19610.960284,5953.7262411,4441.4865248
State,19,Iowa,604,"""TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITH MCC""",14,35537.428571,9201.9285714,8448.3571429
State,19,Iowa,605,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W/O MCC",99,25719.171717,6105.8484848,4621.5454545
State,19,Iowa,607,MINOR SKIN DISORDERS W/O MCC,37,24720.945946,5831.027027,4475.9459459
State,19,Iowa,614,ADRENAL AND PITUITARY PROCEDURES WITH CC/MCC,12,82701.75,19305,17637
State,19,Iowa,616,"""AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC D",32,112335.59375,25806.6875,23970.96875
State,19,Iowa,617,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE, NUTRIT, & METABOL DIS W CC",135,49035.259259,13752,11442.985185
State,19,Iowa,620,O.R. PROCEDURES FOR OBESITY WITH CC,28,54857.035714,12705.142857,9338.8928571
State,19,Iowa,621,O.R. PROCEDURES FOR OBESITY W/O CC/MCC,60,46727.966667,10687.1,8812.55
State,19,Iowa,622,"""SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND ME",21,70621.190476,25654.47619,24644.190476
State,19,Iowa,623,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W CC",53,35358.660377,12036.339623,10820.018868
State,19,Iowa,628,"""OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITH MCC",21,89289.809524,24425.428571,22452.904762
State,19,Iowa,629,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W CC",32,49752.34375,14842.125,12702.9375
State,19,Iowa,637,DIABETES W MCC,268,31684.548507,9426.5223881,7812.0783582
State,19,Iowa,638,DIABETES WITH CC,359,21874.796657,6190.5208914,4740.2089136
State,19,Iowa,639,DIABETES W/O CC/MCC,46,19692.021739,5049.826087,2521.5434783
State,19,Iowa,640,"""MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTR",570,29242.078947,8386.9192982,7183.5175439
State,19,Iowa,641,"MISC DISORDERS OF NUTRITION, METABOLISM, FLUIDS/ELECTROLYTES W/O MCC",675,18662.983704,5238.8103704,3973.6
State,19,Iowa,642,INBORN AND OTHER DISORDERS OF METABOLISM,11,33405.454545,8664.1818182,7861.1818182
State,19,Iowa,643,ENDOCRINE DISORDERS W MCC,93,36807.731183,10928,9578.7311828
State,19,Iowa,644,ENDOCRINE DISORDERS WITH CC,125,22841.664,7065.464,5741.264
State,19,Iowa,645,ENDOCRINE DISORDERS W/O CC/MCC,34,17240.323529,5289.9705882,3804.2352941
State,19,Iowa,652,KIDNEY TRANSPLANT,126,233538.26984,36285.365079,22603.02381
State,19,Iowa,653,MAJOR BLADDER PROCEDURES W MCC,30,185947.76667,44812.033333,41759.833333
State,19,Iowa,654,MAJOR BLADDER PROCEDURES WITH CC,55,97003.727273,21614.872727,18505.527273
State,19,Iowa,656,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITH MCC,27,84134.296296,24576.62963,17848.37037
State,19,Iowa,657,KIDNEY & URETER PROCEDURES FOR NEOPLASM W CC,106,53293.886792,14113.962264,11965.669811
